,RunId,iteration,Step,input_level_num,input_users,input_max_capacity,input_exam_season,level,time,overall_num_users_unable_to_find_seat,current_num_users_on_floor
106,4,4,10,3,500,100,True,3,2023-04-12 14:00:00,0,36
107,4,4,11,3,500,100,True,3,2023-04-12 14:30:00,0,36
108,4,4,12,3,500,100,True,3,2023-04-12 15:00:00,0,37
109,4,4,13,3,500,100,True,3,2023-04-12 15:30:00,0,37
110,4,4,14,3,500,100,True,3,2023-04-12 16:00:00,0,34
111,4,4,15,3,500,100,True,3,2023-04-12 16:30:00,0,34
112,4,4,16,3,500,100,True,3,2023-04-12 17:00:00,0,34
113,4,4,17,3,500,100,True,3,2023-04-12 17:30:00,0,34
114,4,4,18,3,500,100,True,3,2023-04-12 18:00:00,0,27
115,4,4,19,3,500,100,True,3,2023-04-12 18:30:00,0,27
116,4,4,20,3,500,100,True,3,2023-04-12 19:00:00,0,16
117,4,4,21,3,500,100,True,3,2023-04-12 19:30:00,0,16
118,4,4,22,3,500,100,True,3,2023-04-12 20:00:00,0,9
119,4,4,23,3,500,100,True,3,2023-04-12 20:30:00,0,9
120,5,5,0,3,500,100,True,3,2023-04-12 09:00:00,0,7
121,5,5,1,3,500,100,True,3,2023-04-12 09:30:00,0,7
122,5,5,2,3,500,100,True,3,2023-04-12 10:00:00,0,15
123,5,5,3,3,500,100,True,3,2023-04-12 10:30:00,0,15
124,5,5,4,3,500,100,True,3,2023-04-12 11:00:00,0,28
125,5,5,5,3,500,100,True,3,2023-04-12 11:30:00,0,28
126,5,5,6,3,500,100,True,3,2023-04-12 12:00:00,0,34
127,5,5,7,3,500,100,True,3,2023-04-12 12:30:00,0,34
128,5,5,8,3,500,100,True,3,2023-04-12 13:00:00,0,36
129,5,5,9,3,500,100,True,3,2023-04-12 13:30:00,0,36
130,5,5,10,3,500,100,True,3,2023-04-12 14:00:00,0,42
131,5,5,11,3,500,100,True,3,2023-04-12 14:30:00,0,42
132,5,5,12,3,500,100,True,3,2023-04-12 15:00:00,0,42
133,5,5,13,3,500,100,True,3,2023-04-12 15:30:00,0,42
134,5,5,14,3,500,100,True,3,2023-04-12 16:00:00,0,36
135,5,5,15,3,500,100,True,3,2023-04-12 16:30:00,0,36
136,5,5,16,3,500,100,True,3,2023-04-12 17:00:00,0,29
137,5,5,17,3,500,100,True,3,2023-04-12 17:30:00,0,29
138,5,5,18,3,500,100,True,3,2023-04-12 18:00:00,0,28
139,5,5,19,3,500,100,True,3,2023-04-12 18:30:00,0,28
140,5,5,20,3,500,100,True,3,2023-04-12 19:00:00,0,19
141,5,5,21,3,500,100,True,3,2023-04-12 19:30:00,0,19
142,5,5,22,3,500,100,True,3,2023-04-12 20:00:00,0,9
143,5,5,23,3,500,100,True,3,2023-04-12 20:30:00,0,9
144,6,6,0,3,500,100,True,3,2023-04-12 09:00:00,0,6
145,6,6,1,3,500,100,True,3,2023-04-12 09:30:00,0,6
146,6,6,2,3,500,100,True,3,2023-04-12 10:00:00,0,14
147,6,6,3,3,500,100,True,3,2023-04-12 10:30:00,0,14
148,6,6,4,3,500,100,True,3,2023-04-12 11:00:00,0,17
149,6,6,5,3,500,100,True,3,2023-04-12 11:30:00,0,17
150,6,6,6,3,500,100,True,3,2023-04-12 12:00:00,0,24
151,6,6,7,3,500,100,True,3,2023-04-12 12:30:00,0,24
152,6,6,8,3,500,100,True,3,2023-04-12 13:00:00,0,28
153,6,6,9,3,500,100,True,3,2023-04-12 13:30:00,0,28
154,6,6,10,3,500,100,True,3,2023-04-12 14:00:00,0,32
155,6,6,11,3,500,100,True,3,2023-04-12 14:30:00,0,32
156,6,6,12,3,500,100,True,3,2023-04-12 15:00:00,0,38
157,6,6,13,3,500,100,True,3,2023-04-12 15:30:00,0,38
158,6,6,14,3,500,100,True,3,2023-04-12 16:00:00,0,34
159,6,6,15,3,500,100,True,3,2023-04-12 16:30:00,0,34
160,6,6,16,3,500,100,True,3,2023-04-12 17:00:00,0,35
161,6,6,17,3,500,100,True,3,2023-04-12 17:30:00,0,35
162,6,6,18,3,500,100,True,3,2023-04-12 18:00:00,0,31
163,6,6,19,3,500,100,True,3,2023-04-12 18:30:00,0,31
164,6,6,20,3,500,100,True,3,2023-04-12 19:00:00,0,18
165,6,6,21,3,500,100,True,3,2023-04-12 19:30:00,0,18
166,6,6,22,3,500,100,True,3,2023-04-12 20:00:00,0,10
167,6,6,23,3,500,100,True,3,2023-04-12 20:30:00,0,10
168,7,7,0,3,500,100,True,3,2023-04-12 09:00:00,0,8
169,7,7,1,3,500,100,True,3,2023-04-12 09:30:00,0,8
170,7,7,2,3,500,100,True,3,2023-04-12 10:00:00,0,11
171,7,7,3,3,500,100,True,3,2023-04-12 10:30:00,0,11
172,7,7,4,3,500,100,True,3,2023-04-12 11:00:00,0,16
173,7,7,5,3,500,100,True,3,2023-04-12 11:30:00,0,16
174,7,7,6,3,500,100,True,3,2023-04-12 12:00:00,0,27
175,7,7,7,3,500,100,True,3,2023-04-12 12:30:00,0,27
176,7,7,8,3,500,100,True,3,2023-04-12 13:00:00,0,34
177,7,7,9,3,500,100,True,3,2023-04-12 13:30:00,0,34
178,7,7,10,3,500,100,True,3,2023-04-12 14:00:00,0,48
179,7,7,11,3,500,100,True,3,2023-04-12 14:30:00,0,48
180,7,7,12,3,500,100,True,3,2023-04-12 15:00:00,0,49
181,7,7,13,3,500,100,True,3,2023-04-12 15:30:00,0,49
182,7,7,14,3,500,100,True,3,2023-04-12 16:00:00,0,48
183,7,7,15,3,500,100,True,3,2023-04-12 16:30:00,0,48
184,7,7,16,3,500,100,True,3,2023-04-12 17:00:00,0,44
185,7,7,17,3,500,100,True,3,2023-04-12 17:30:00,0,44
186,7,7,18,3,500,100,True,3,2023-04-12 18:00:00,0,41
187,7,7,19,3,500,100,True,3,2023-04-12 18:30:00,0,41
188,7,7,20,3,500,100,True,3,2023-04-12 19:00:00,0,28
189,7,7,21,3,500,100,True,3,2023-04-12 19:30:00,0,28
190,7,7,22,3,500,100,True,3,2023-04-12 20:00:00,0,8
191,7,7,23,3,500,100,True,3,2023-04-12 20:30:00,0,8
192,8,8,0,3,500,100,True,3,2023-04-12 09:00:00,0,8
193,8,8,1,3,500,100,True,3,2023-04-12 09:30:00,0,8
194,8,8,2,3,500,100,True,3,2023-04-12 10:00:00,0,10
195,8,8,3,3,500,100,True,3,2023-04-12 10:30:00,0,10
196,8,8,4,3,500,100,True,3,2023-04-12 11:00:00,0,13
197,8,8,5,3,500,100,True,3,2023-04-12 11:30:00,0,13
198,8,8,6,3,500,100,True,3,2023-04-12 12:00:00,0,15
199,8,8,7,3,500,100,True,3,2023-04-12 12:30:00,0,15
200,8,8,8,3,500,100,True,3,2023-04-12 13:00:00,0,19
201,8,8,9,3,500,100,True,3,2023-04-12 13:30:00,0,19
202,8,8,10,3,500,100,True,3,2023-04-12 14:00:00,0,26
203,8,8,11,3,500,100,True,3,2023-04-12 14:30:00,0,26
204,8,8,12,3,500,100,True,3,2023-04-12 15:00:00,0,31
205,8,8,13,3,500,100,True,3,2023-04-12 15:30:00,0,31
206,8,8,14,3,500,100,True,3,2023-04-12 16:00:00,0,35
207,8,8,15,3,500,100,True,3,2023-04-12 16:30:00,0,35
208,8,8,16,3,500,100,True,3,2023-04-12 17:00:00,0,32
209,8,8,17,3,500,100,True,3,2023-04-12 17:30:00,0,32
210,8,8,18,3,500,100,True,3,2023-04-12 18:00:00,0,27
211,8,8,19,3,500,100,True,3,2023-04-12 18:30:00,0,27
212,8,8,20,3,500,100,True,3,2023-04-12 19:00:00,0,19
213,8,8,21,3,500,100,True,3,2023-04-12 19:30:00,0,19
214,8,8,22,3,500,100,True,3,2023-04-12 20:00:00,0,7
215,8,8,23,3,500,100,True,3,2023-04-12 20:30:00,0,7
216,9,9,0,3,500,100,True,3,2023-04-12 09:00:00,0,2
217,9,9,1,3,500,100,True,3,2023-04-12 09:30:00,0,2
218,9,9,2,3,500,100,True,3,2023-04-12 10:00:00,0,12
219,9,9,3,3,500,100,True,3,2023-04-12 10:30:00,0,12
220,9,9,4,3,500,100,True,3,2023-04-12 11:00:00,0,25
221,9,9,5,3,500,100,True,3,2023-04-12 11:30:00,0,25
222,9,9,6,3,500,100,True,3,2023-04-12 12:00:00,0,27
223,9,9,7,3,500,100,True,3,2023-04-12 12:30:00,0,27
224,9,9,8,3,500,100,True,3,2023-04-12 13:00:00,0,29
225,9,9,9,3,500,100,True,3,2023-04-12 13:30:00,0,29
226,9,9,10,3,500,100,True,3,2023-04-12 14:00:00,0,37
227,9,9,11,3,500,100,True,3,2023-04-12 14:30:00,0,37
228,9,9,12,3,500,100,True,3,2023-04-12 15:00:00,0,43
229,9,9,13,3,500,100,True,3,2023-04-12 15:30:00,0,43
230,9,9,14,3,500,100,True,3,2023-04-12 16:00:00,0,44
231,9,9,15,3,500,100,True,3,2023-04-12 16:30:00,0,44
232,9,9,16,3,500,100,True,3,2023-04-12 17:00:00,0,36
233,9,9,17,3,500,100,True,3,2023-04-12 17:30:00,0,36
234,9,9,18,3,500,100,True,3,2023-04-12 18:00:00,0,30
235,9,9,19,3,500,100,True,3,2023-04-12 18:30:00,0,30
236,9,9,20,3,500,100,True,3,2023-04-12 19:00:00,0,23
237,9,9,21,3,500,100,True,3,2023-04-12 19:30:00,0,23
238,9,9,22,3,500,100,True,3,2023-04-12 20:00:00,0,7
239,9,9,23,3,500,100,True,3,2023-04-12 20:30:00,0,7
240,10,10,0,3,500,100,True,3,2023-04-12 09:00:00,0,6
241,10,10,1,3,500,100,True,3,2023-04-12 09:30:00,0,6
242,10,10,2,3,500,100,True,3,2023-04-12 10:00:00,0,11
243,10,10,3,3,500,100,True,3,2023-04-12 10:30:00,0,11
244,10,10,4,3,500,100,True,3,2023-04-12 11:00:00,0,13
245,10,10,5,3,500,100,True,3,2023-04-12 11:30:00,0,13
246,10,10,6,3,500,100,True,3,2023-04-12 12:00:00,0,20
247,10,10,7,3,500,100,True,3,2023-04-12 12:30:00,0,20
248,10,10,8,3,500,100,True,3,2023-04-12 13:00:00,0,25
249,10,10,9,3,500,100,True,3,2023-04-12 13:30:00,0,25
250,10,10,10,3,500,100,True,3,2023-04-12 14:00:00,0,32
251,10,10,11,3,500,100,True,3,2023-04-12 14:30:00,0,32
252,10,10,12,3,500,100,True,3,2023-04-12 15:00:00,0,36
253,10,10,13,3,500,100,True,3,2023-04-12 15:30:00,0,36
254,10,10,14,3,500,100,True,3,2023-04-12 16:00:00,0,39
255,10,10,15,3,500,100,True,3,2023-04-12 16:30:00,0,39
256,10,10,16,3,500,100,True,3,2023-04-12 17:00:00,0,42
257,10,10,17,3,500,100,True,3,2023-04-12 17:30:00,0,42
258,10,10,18,3,500,100,True,3,2023-04-12 18:00:00,0,34
259,10,10,19,3,500,100,True,3,2023-04-12 18:30:00,0,34
260,10,10,20,3,500,100,True,3,2023-04-12 19:00:00,0,25
261,10,10,21,3,500,100,True,3,2023-04-12 19:30:00,0,25
262,10,10,22,3,500,100,True,3,2023-04-12 20:00:00,0,9
263,10,10,23,3,500,100,True,3,2023-04-12 20:30:00,0,9
264,11,11,0,3,500,100,True,3,2023-04-12 09:00:00,0,7
265,11,11,1,3,500,100,True,3,2023-04-12 09:30:00,0,6
266,11,11,2,3,500,100,True,3,2023-04-12 10:00:00,0,12
267,11,11,3,3,500,100,True,3,2023-04-12 10:30:00,0,12
268,11,11,4,3,500,100,True,3,2023-04-12 11:00:00,0,17
269,11,11,5,3,500,100,True,3,2023-04-12 11:30:00,0,17
270,11,11,6,3,500,100,True,3,2023-04-12 12:00:00,0,21
271,11,11,7,3,500,100,True,3,2023-04-12 12:30:00,0,21
272,11,11,8,3,500,100,True,3,2023-04-12 13:00:00,0,24
273,11,11,9,3,500,100,True,3,2023-04-12 13:30:00,0,24
274,11,11,10,3,500,100,True,3,2023-04-12 14:00:00,0,30
275,11,11,11,3,500,100,True,3,2023-04-12 14:30:00,0,30
276,11,11,12,3,500,100,True,3,2023-04-12 15:00:00,0,31
277,11,11,13,3,500,100,True,3,2023-04-12 15:30:00,0,31
278,11,11,14,3,500,100,True,3,2023-04-12 16:00:00,0,35
279,11,11,15,3,500,100,True,3,2023-04-12 16:30:00,0,35
280,11,11,16,3,500,100,True,3,2023-04-12 17:00:00,0,33
281,11,11,17,3,500,100,True,3,2023-04-12 17:30:00,0,33
282,11,11,18,3,500,100,True,3,2023-04-12 18:00:00,0,26
283,11,11,19,3,500,100,True,3,2023-04-12 18:30:00,0,26
284,11,11,20,3,500,100,True,3,2023-04-12 19:00:00,0,21
285,11,11,21,3,500,100,True,3,2023-04-12 19:30:00,0,21
286,11,11,22,3,500,100,True,3,2023-04-12 20:00:00,0,9
287,11,11,23,3,500,100,True,3,2023-04-12 20:30:00,0,9
288,12,12,0,3,500,100,True,3,2023-04-12 09:00:00,0,6
289,12,12,1,3,500,100,True,3,2023-04-12 09:30:00,0,6
290,12,12,2,3,500,100,True,3,2023-04-12 10:00:00,0,12
291,12,12,3,3,500,100,True,3,2023-04-12 10:30:00,0,12
292,12,12,4,3,500,100,True,3,2023-04-12 11:00:00,0,19
293,12,12,5,3,500,100,True,3,2023-04-12 11:30:00,0,19
294,12,12,6,3,500,100,True,3,2023-04-12 12:00:00,0,27
295,12,12,7,3,500,100,True,3,2023-04-12 12:30:00,0,27
296,12,12,8,3,500,100,True,3,2023-04-12 13:00:00,0,34
297,12,12,9,3,500,100,True,3,2023-04-12 13:30:00,0,34
298,12,12,10,3,500,100,True,3,2023-04-12 14:00:00,0,41
299,12,12,11,3,500,100,True,3,2023-04-12 14:30:00,0,41
300,12,12,12,3,500,100,True,3,2023-04-12 15:00:00,0,44
301,12,12,13,3,500,100,True,3,2023-04-12 15:30:00,0,44
302,12,12,14,3,500,100,True,3,2023-04-12 16:00:00,0,45
303,12,12,15,3,500,100,True,3,2023-04-12 16:30:00,0,45
304,12,12,16,3,500,100,True,3,2023-04-12 17:00:00,0,36
305,12,12,17,3,500,100,True,3,2023-04-12 17:30:00,0,36
306,12,12,18,3,500,100,True,3,2023-04-12 18:00:00,0,29
307,12,12,19,3,500,100,True,3,2023-04-12 18:30:00,0,29
308,12,12,20,3,500,100,True,3,2023-04-12 19:00:00,0,14
309,12,12,21,3,500,100,True,3,2023-04-12 19:30:00,0,14
310,12,12,22,3,500,100,True,3,2023-04-12 20:00:00,0,5
311,12,12,23,3,500,100,True,3,2023-04-12 20:30:00,0,5
312,13,13,0,3,500,100,True,3,2023-04-12 09:00:00,0,1
313,13,13,1,3,500,100,True,3,2023-04-12 09:30:00,0,1
314,13,13,2,3,500,100,True,3,2023-04-12 10:00:00,0,10
315,13,13,3,3,500,100,True,3,2023-04-12 10:30:00,0,10
316,13,13,4,3,500,100,True,3,2023-04-12 11:00:00,0,14
317,13,13,5,3,500,100,True,3,2023-04-12 11:30:00,0,14
318,13,13,6,3,500,100,True,3,2023-04-12 12:00:00,0,20
319,13,13,7,3,500,100,True,3,2023-04-12 12:30:00,0,20
320,13,13,8,3,500,100,True,3,2023-04-12 13:00:00,0,28
321,13,13,9,3,500,100,True,3,2023-04-12 13:30:00,0,28
322,13,13,10,3,500,100,True,3,2023-04-12 14:00:00,0,37
323,13,13,11,3,500,100,True,3,2023-04-12 14:30:00,0,37
324,13,13,12,3,500,100,True,3,2023-04-12 15:00:00,0,42
325,13,13,13,3,500,100,True,3,2023-04-12 15:30:00,0,42
326,13,13,14,3,500,100,True,3,2023-04-12 16:00:00,0,43
327,13,13,15,3,500,100,True,3,2023-04-12 16:30:00,0,43
328,13,13,16,3,500,100,True,3,2023-04-12 17:00:00,0,40
329,13,13,17,3,500,100,True,3,2023-04-12 17:30:00,0,40
330,13,13,18,3,500,100,True,3,2023-04-12 18:00:00,0,33
331,13,13,19,3,500,100,True,3,2023-04-12 18:30:00,0,33
332,13,13,20,3,500,100,True,3,2023-04-12 19:00:00,0,24
333,13,13,21,3,500,100,True,3,2023-04-12 19:30:00,0,24
334,13,13,22,3,500,100,True,3,2023-04-12 20:00:00,0,9
335,13,13,23,3,500,100,True,3,2023-04-12 20:30:00,0,9
336,14,14,0,3,500,100,True,3,2023-04-12 09:00:00,0,2
337,14,14,1,3,500,100,True,3,2023-04-12 09:30:00,0,2
338,14,14,2,3,500,100,True,3,2023-04-12 10:00:00,0,10
339,14,14,3,3,500,100,True,3,2023-04-12 10:30:00,0,10
340,14,14,4,3,500,100,True,3,2023-04-12 11:00:00,0,16
341,14,14,5,3,500,100,True,3,2023-04-12 11:30:00,0,16
342,14,14,6,3,500,100,True,3,2023-04-12 12:00:00,0,22
343,14,14,7,3,500,100,True,3,2023-04-12 12:30:00,0,22
344,14,14,8,3,500,100,True,3,2023-04-12 13:00:00,0,28
345,14,14,9,3,500,100,True,3,2023-04-12 13:30:00,0,28
346,14,14,10,3,500,100,True,3,2023-04-12 14:00:00,0,37
347,14,14,11,3,500,100,True,3,2023-04-12 14:30:00,0,37
348,14,14,12,3,500,100,True,3,2023-04-12 15:00:00,0,38
349,14,14,13,3,500,100,True,3,2023-04-12 15:30:00,0,38
350,14,14,14,3,500,100,True,3,2023-04-12 16:00:00,0,34
351,14,14,15,3,500,100,True,3,2023-04-12 16:30:00,0,34
352,14,14,16,3,500,100,True,3,2023-04-12 17:00:00,0,27
353,14,14,17,3,500,100,True,3,2023-04-12 17:30:00,0,27
354,14,14,18,3,500,100,True,3,2023-04-12 18:00:00,0,27
355,14,14,19,3,500,100,True,3,2023-04-12 18:30:00,0,27
356,14,14,20,3,500,100,True,3,2023-04-12 19:00:00,0,20
357,14,14,21,3,500,100,True,3,2023-04-12 19:30:00,0,20
358,14,14,22,3,500,100,True,3,2023-04-12 20:00:00,0,6
359,14,14,23,3,500,100,True,3,2023-04-12 20:30:00,0,6
360,15,15,0,3,500,100,True,3,2023-04-12 09:00:00,0,4
361,15,15,1,3,500,100,True,3,2023-04-12 09:30:00,0,4
362,15,15,2,3,500,100,True,3,2023-04-12 10:00:00,0,9
363,15,15,3,3,500,100,True,3,2023-04-12 10:30:00,0,9
364,15,15,4,3,500,100,True,3,2023-04-12 11:00:00,0,13
365,15,15,5,3,500,100,True,3,2023-04-12 11:30:00,0,13
366,15,15,6,3,500,100,True,3,2023-04-12 12:00:00,0,22
367,15,15,7,3,500,100,True,3,2023-04-12 12:30:00,0,22
368,15,15,8,3,500,100,True,3,2023-04-12 13:00:00,0,31
369,15,15,9,3,500,100,True,3,2023-04-12 13:30:00,0,31
370,15,15,10,3,500,100,True,3,2023-04-12 14:00:00,0,39
371,15,15,11,3,500,100,True,3,2023-04-12 14:30:00,0,39
372,15,15,12,3,500,100,True,3,2023-04-12 15:00:00,0,46
373,15,15,13,3,500,100,True,3,2023-04-12 15:30:00,0,46
374,15,15,14,3,500,100,True,3,2023-04-12 16:00:00,0,52
375,15,15,15,3,500,100,True,3,2023-04-12 16:30:00,0,52
376,15,15,16,3,500,100,True,3,2023-04-12 17:00:00,0,52
377,15,15,17,3,500,100,True,3,2023-04-12 17:30:00,0,52
378,15,15,18,3,500,100,True,3,2023-04-12 18:00:00,0,46
379,15,15,19,3,500,100,True,3,2023-04-12 18:30:00,0,46
380,15,15,20,3,500,100,True,3,2023-04-12 19:00:00,0,35
381,15,15,21,3,500,100,True,3,2023-04-12 19:30:00,0,35
382,15,15,22,3,500,100,True,3,2023-04-12 20:00:00,0,15
383,15,15,23,3,500,100,True,3,2023-04-12 20:30:00,0,15
384,16,16,0,3,500,100,True,3,2023-04-12 09:00:00,0,9
385,16,16,1,3,500,100,True,3,2023-04-12 09:30:00,0,9
386,16,16,2,3,500,100,True,3,2023-04-12 10:00:00,0,18
387,16,16,3,3,500,100,True,3,2023-04-12 10:30:00,0,18
388,16,16,4,3,500,100,True,3,2023-04-12 11:00:00,0,25
389,16,16,5,3,500,100,True,3,2023-04-12 11:30:00,0,25
390,16,16,6,3,500,100,True,3,2023-04-12 12:00:00,0,32
391,16,16,7,3,500,100,True,3,2023-04-12 12:30:00,0,32
392,16,16,8,3,500,100,True,3,2023-04-12 13:00:00,0,41
393,16,16,9,3,500,100,True,3,2023-04-12 13:30:00,0,41
